
1,20510,1,42,2,211,8,24924,0
1,20510,2,42,2,211,8,50605,0
1,20510,3,42,2,211,8,13740,0
1,20510,6,42,2,211,8,5749,0
1,20510,9,42,2,211,8,16930,0
1,20510,11,42,2,211,8,24213,0
1,20510,12,42,2,211,8,8449,0
1,20510,13,42,2,211,8,41969,0
1,20510,14,42,2,211,8,19466,0
1,20510,16,42,2,211,8,10217,0
1,20510,18,42,2,211,8,4729,0
1,20510,21,42,2,211,8,8907,0
1,20510,22,42,2,211,8,13623,0
1,20510,23,42,2,211,8,24146,0
1,20510,25,42,2,211,8,11609,0
1,20510,26,42,2,211,8,11737,0
1,20510,27,42,2,211,8,2293,0
1,20510,31,42,2,211,8,3455,0
1,20510,32,42,2,211,8,11875,0
1,20510,33,42,2,211,8,8589,0
1,20510,36,42,2,211,8,120,0
1,20510,37,42,2,211,8,3438,0
1,20510,38,42,2,211,8,115564,0
1,20510,40,42,2,211,8,66780,0
1,20510,41,42,2,211,8,1011,0
1,20510,44,42,2,211,8,4674,0
1,20510,45,42,2,211,8,37,0
1,20510,46,42,2,211,8,20837,0
1,20510,48,42,2,211,8,814,0
1,20510,49,42,2,211,8,11501,0
1,20510,52,42,2,211,8,3508,0
1,20510,55,42,2,211,8,21249,0
1,20510,56,42,2,211,8,2567,0
1,20510,58,42,2,211,8,7659,0
1,20510,59,42,2,211,8,1409,0
1,20510,67,42,2,211,8,8414,0
1,20510,71,42,2,211,8,5421,0
1,20510,74,42,2,211,8,12251,0
1,20510,79,42,2,211,8,46729,0
1,20510,81,42,2,211,8,30052,0
1,20510,82,42,2,211,8,19484,0
1,20510,83,42,2,211,8,5711,0
1,20510,90,42,2,211,8,76419,0
1,20510,91,42,2,211,8,62424,0
1,20510,92,42,2,211,8,139884,0
1,20510,94,42,2,211,8,56655,0
1,20510,95,42,2,211,8,106690,0
1,20510,97,42,2,211,8,32153,0
1,21210,2,38,2,211,8,44682,1
1,21210,3,38,2,211,8,10887,1
1,21210,4,38,2,211,8,35351,1
1,21210,5,38,2,211,8,29620,1
1,21210,6,38,2,211,8,9135,1
1,21210,7,38,2,211,8,18310,1
1,21210,8,38,2,211,8,37334,1
1,21210,9,38,2,211,8,16562,1
1,21210,10,38,2,211,8,31494,1
1,21210,11,38,2,211,8,21760,1
1,21210,12,38,2,211,8,8654,1
1,21210,16,38,2,211,8,11873,1
1,21210,17,38,2,211,8,13403,1
1,21210,19,38,2,211,8,1490,1
1,21210,23,38,2,211,8,22812,1
1,21210,25,38,2,211,8,13268,1
1,21210,27,38,2,211,8,2339,1
1,21210,28,38,2,211,8,1008,1
1,21210,29,38,2,211,8,7696,1
1,21210,30,38,2,211,8,5328,1
1,21210,31,38,2,211,8,3228,1
1,21210,32,38,2,211,8,14700,1
1,21210,33,38,2,211,8,8483,1
1,21210,34,38,2,211,8,12852,1
1,21210,35,38,2,211,8,2420,1
1,21210,36,38,2,211,8,432,1
1,21210,37,38,2,211,8,3450,1
1,21210,38,38,2,211,8,94136,1
1,21210,41,38,2,211,8,924,1
1,21210,42,38,2,211,8,7284,1
1,21210,44,38,2,211,8,4463,1
1,21210,45,38,2,211,8,34,1
1,21210,46,38,2,211,8,18826,1
1,21210,48,38,2,211,8,247,1
1,21210,49,38,2,211,8,16139,1
1,21210,52,38,2,211,8,2728,1
1,21210,54,38,2,211,8,383,1
1,21210,55,38,2,211,8,18892,1
1,21210,56,38,2,211,8,2849,1
1,21210,58,38,2,211,8,4505,1
1,21210,67,38,2,211,8,17614,1
1,21210,74,38,2,211,8,11857,1
1,21210,79,38,2,211,8,36080,1
1,21210,80,38,2,211,8,16720,1
1,21210,81,38,2,211,8,30694,1
1,21210,85,38,2,211,8,4994,1
1,21210,90,38,2,211,8,79455,1
1,21210,91,38,2,211,8,66937,1
1,21210,92,38,2,211,8,143081,1
1,21210,93,38,2,211,8,70202,1
1,21210,94,38,2,211,8,62329,1
1,21210,95,38,2,211,8,111390,1
1,21210,97,38,2,211,8,33874,1
1,21910,1,39,2,211,8,41595,0
1,21910,2,39,2,211,8,47928,0
1,21910,3,39,2,211,8,11523,0
1,21910,4,39,2,211,8,36826,0
1,21910,6,39,2,211,8,6060,0
1,21910,7,39,2,211,8,19985,0
1,21910,9,39,2,211,8,15880,0
1,21910,10,39,2,211,8,29634,0
1,21910,11,39,2,211,8,18706,0
1,21910,13,39,2,211,8,37857,0
1,21910,14,39,2,211,8,17491,0
1,21910,16,39,2,211,8,13855,0
1,21910,17,39,2,211,8,13485,0
1,21910,18,39,2,211,8,17623,0
1,21910,20,39,2,211,8,4719,0
1,21910,22,39,2,211,8,12290,0
1,21910,23,39,2,211,8,21381,0
1,21910,26,39,2,211,8,10547,0
1,21910,29,39,2,211,8,7966,0
1,21910,30,39,2,211,8,5735,0
1,21910,33,39,2,211,8,7611,0
1,21910,34,39,2,211,8,13006,0
1,21910,37,39,2,211,8,3203,0
1,21910,42,39,2,211,8,8423,0
1,21910,45,39,2,211,8,22,0
1,21910,46,39,2,211,8,22414,0
1,21910,47,39,2,211,8,-863,0
1,21910,48,39,2,211,8,354,0
1,21910,51,39,2,211,8,52,0
1,21910,52,39,2,211,8,3356,0
1,21910,55,39,2,211,8,17404,0
1,21910,56,39,2,211,8,3246,0
1,21910,60,39,2,211,8,1020,0
1,21910,67,39,2,211,8,16411,0
1,21910,72,39,2,211,8,72377,0
1,21910,74,39,2,211,8,13917,0
1,21910,79,39,2,211,8,34141,0
1,21910,80,39,2,211,8,15918,0
1,21910,81,39,2,211,8,28784,0
1,21910,83,39,2,211,8,9080,0
1,21910,87,39,2,211,8,33593,0
1,21910,90,39,2,211,8,76091,0
1,21910,92,39,2,211,8,135066,0
1,21910,93,39,2,211,8,62581,0
1,21910,94,39,2,211,8,72212,0
1,21910,97,39,2,211,8,31585,0
1,21910,98,39,2,211,8,12087,0
1,22610,1,46,2,211,8,19403,0
1,22610,6,46,2,211,8,5244,0
1,22610,7,46,2,211,8,17224,0
